,image_id,street,citi,bed,bath,sqft,price,predicted_price
105,105,2,"Rosamond, CA",3,2.0,1425,255000,488843.9
106,106,1,"California City, CA",4,3.0,1991,265000,798038.1
107,107,2,"Rosamond, CA",3,2.0,1735,295000,546051.25
108,108,2,"Bakersfield, CA",4,2.0,1639,295000,684552.1
109,109,2,"Rosamond, CA",3,2.0,1500,245000,1134103.1
110,110,1,"Pine Mountain Club, CA",2,2.0,1137,259000,1425187.0
111,111,2,"Mojave, CA",6,5.0,2352,300000,513177.34
112,112,1,"California City, CA",3,2.0,2400,258000,952991.6
113,113,1,"Frazier Park, CA",3,3.1,1526,275000,567714.9
114,114,1,"Rosamond, CA",3,2.0,1687,260000,970826.75
115,115,2,"Frazier Park, CA",3,2.1,1558,295000,691041.1
116,116,2,"Pine Mountain Club, CA",2,2.0,1378,249000,629694.44
117,117,1,"Rosamond, CA",3,2.0,1473,269900,1461862.8
118,118,2,"Bakersfield, CA",4,3.0,1982,299900,526565.7
119,119,1,"Lebec, CA",3,2.0,1800,259000,847261.6
120,120,2,"Tehachapi, CA",3,2.0,1320,249000,559995.5
121,121,1,"Frazier Park, CA",3,2.0,1665,289000,857410.1
122,122,2,"Rosamond, CA",3,2.0,1484,255000,594406.9
123,123,2,"Boron, CA",3,2.0,1800,299000,653890.25
124,124,1,"Frazier Park, CA",3,2.0,2176,260000,773347.75
125,125,1,"Frazier Park, CA",3,3.0,1376,269900,556680.25
126,126,2,"Tehachapi, CA",4,2.0,1888,255000,613710.9
127,127,1,"Pine Mountain Club, CA",3,3.0,1293,279000,947708.2
128,128,2,"Lebec, CA",3,3.0,2479,299500,562068.06
129,129,1,"Pine Mountain Club, CA",4,2.1,1579,279000,605050.4
130,130,2,"Tehachapi, CA",3,3.0,2354,249000,676295.0
131,131,2,"Pine Mountain Club, CA",3,2.2,1426,249000,541724.0
132,132,1,"Pine Mountain Club, CA",2,2.0,1520,265000,550461.4
133,133,1,"Pine Mountain Club, CA",3,2.0,1920,275000,767397.9
134,134,1,"Frazier Park, CA",3,2.0,1836,274900,850451.0
135,135,1,"Pine Mountain Club, CA",3,2.0,1688,274960,821949.5
136,136,2,"Bakersfield, CA",3,2.0,1411,250000,975116.7
137,137,1,"Frazier Park, CA",4,2.1,1897,285000,762738.6
138,138,1,"Pine Mountain Club, CA",2,2.0,1733,278300,635786.0
139,139,2,"Frazier Park, CA",2,2.0,1536,245000,974089.94
140,140,1,"Pine Mountain Club, CA",3,2.1,1712,285000,584531.44
141,141,2,"California City, CA",3,2.0,1400,249000,522348.84
142,142,2,"Pine Mountain Club, CA",3,2.0,1459,299000,846785.4
143,143,2,"Frazier Park, CA",3,2.0,1380,249900,568623.56
144,144,2,"Pine Mountain Club, CA",3,2.1,1728,299000,642171.8
145,145,1,"California City, CA",3,3.1,2571,275000,594699.1
146,146,2,"Pine Mountain Club, CA",4,3.0,2300,299000,605500.4
147,147,1,"Pine Mountain Club, CA",3,2.0,1344,279000,617835.4
148,148,1,"Pine Mountain Club, CA",3,2.0,1536,278888,1200564.1
149,149,2,"Tehachapi, CA",3,1.0,1368,300000,591543.3
150,150,2,"Pine Mountain Club, CA",3,2.0,1792,299000,673170.4
151,151,1,"Bakersfield, CA",3,2.1,2011,339900,1001858.1
152,152,1,"Rosamond, CA",5,3.1,2557,344500,1383355.2
153,153,1,"Tehachapi, CA",4,2.0,1703,315000,585896.0
154,154,1,"Pine Mountain Club, CA",3,2.0,1615,329900,536800.0
155,155,2,"Tehachapi, CA",3,3.0,1656,355000,608255.5
156,156,1,"Bakersfield, CA",4,3.0,2792,325000,1167317.8
157,157,1,"Rosamond, CA",4,2.1,1831,319900,858483.6
158,158,2,"Frazier Park, CA",4,2.0,2216,349000,838070.0
159,159,1,"Tehachapi, CA",3,2.0,1685,339000,989944.5
160,160,1,"Bakersfield, CA",4,2.0,1838,315000,680555.44
161,161,1,"Rosamond, CA",4,3.0,1689,315000,1347472.1
162,162,1,"Bakersfield, CA",4,2.0,2043,335000,1144663.2
163,163,1,"Mojave, CA",3,2.1,2112,330000,711502.1
164,164,2,"Bakersfield, CA",5,2.1,2228,299000,489715.56
165,165,1,"Tehachapi, CA",3,2.0,1833,340000,605883.1
166,166,2,"Rosamond, CA",4,2.1,2498,349990,906194.9
167,167,2,"Rosamond, CA",3,2.0,1735,295000,577542.0
168,168,2,"Bakersfield, CA",4,2.0,1639,295000,716013.5
169,169,1,"Tehachapi, CA",3,2.0,1954,309900,658215.56
170,170,2,"Rosamond, CA",5,3.1,2637,350000,529869.8
171,171,1,"California City, CA",5,4.0,2631,311000,712345.6
172,172,1,"Mojave, CA",3,2.1,1622,319000,770025.4
173,173,2,"Mojave, CA",6,5.0,2352,300000,545686.0
174,174,1,"Stallion Springs, CA",4,2.0,2302,344900,542796.06
175,175,1,"Bakersfield, CA",3,3.0,2639,329999,1285222.2
176,176,1,"Pine Mountain Club, CA",3,1.2,2304,329900,600286.75
177,177,1,"Pine Mountain Club, CA",3,2.1,1640,335000,750121.4
178,178,2,"Frazier Park, CA",3,2.1,1558,295000,724069.8
179,179,2,"Bakersfield, CA",4,3.0,1982,299900,558581.3
180,180,1,"Tehachapi, CA",3,2.0,1883,329000,683293.25
181,181,2,"Boron, CA",3,2.0,1800,299000,684316.9
182,182,2,"Bakersfield, CA",5,4.0,3865,349900,718387.75
183,183,1,"Rosamond, CA",4,3.1,1987,316900,624846.25
184,184,1,"Bakersfield, CA",3,2.0,2248,336800,861570.9
185,185,2,"Bakersfield, CA",5,3.0,2972,349000,1460384.8
186,186,1,"Tehachapi, CA",4,2.0,1962,329999,544033.94
187,187,1,"Frazier Park, CA",4,2.1,1856,328000,840578.8
188,188,1,"Tehachapi, CA",4,2.0,2065,317000,579579.4
189,189,2,"Lebec, CA",3,3.0,2479,299500,594094.44
190,190,1,"Pine Mountain Club, CA",3,2.1,2072,338000,606545.06
191,191,2,"Pine Mountain Club, CA",2,1.0,852,350000,566555.8
192,192,2,"Pine Mountain Club, CA",3,2.0,2380,349000,600485.0
193,193,2,"Tehachapi, CA",5,3.1,2725,345000,830074.6
194,194,2,"Pine Mountain Club, CA",3,2.0,1459,299000,874049.25
195,195,1,"California City, CA",3,2.1,2214,314900,1146823.2
196,196,2,"Pine Mountain Club, CA",3,2.1,1728,299000,669474.4
197,197,1,"Ridgecrest, CA",6,4.0,2608,339900,666324.44
198,198,1,"Bakersfield, CA",3,2.0,1840,324999,785874.25
199,199,2,"Tehachapi, CA",3,2.1,3046,349000,731852.9
200,200,2,"Pine Mountain Club, CA",4,3.0,2300,299000,633841.1
201,201,1,"Pine Mountain Club, CA",4,3.0,1680,329000,627610.5
202,202,2,"Tehachapi, CA",3,1.0,1368,300000,618605.9
203,203,1,"Rosamond, CA",4,2.1,2700,360000,622066.9
204,204,2,"Pine Mountain Club, CA",3,2.0,1958,398500,723564.25
205,205,1,"Lebec, CA",2,2.0,1644,369000,684124.1
206,206,1,"Tehachapi, CA",3,3.0,2052,365000,654329.06
207,207,2,"Tehachapi, CA",3,3.0,1656,355000,635550.9
208,208,1,"Bakersfield, CA",3,2.1,2296,388000,707401.0
209,209,2,"Frazier Park, CA",4,2.0,2216,349000,864692.5
210,210,2,"Bakersfield, CA",4,3.1,3249,399000,1231864.2
211,211,2,"Bakersfield, CA",5,3.0,3188,399900,789772.6
212,212,1,"Pine Mountain Club, CA",4,4.0,2523,375888,650372.75
213,213,1,"Pine Mountain Club, CA",3,2.0,1837,357000,1629686.9
214,214,1,"Kernville, CA",3,2.1,2125,389900,547114.0
215,215,2,"Rosamond, CA",4,2.1,2498,349990,931763.6
216,216,1,"Tehachapi, CA",3,2.0,2325,369900,845353.4
217,217,2,"Rosamond, CA",5,3.1,2637,350000,549724.0
218,218,1,"Tehachapi, CA",4,2.0,2252,388950,792359.25
219,219,2,"Pine Mountain Club, CA",3,2.1,2000,399000,606000.06
220,220,1,"Bakersfield, CA",5,3.1,2527,359900,706508.5
221,221,1,"Tehachapi, CA",3,2.0,1762,365000,829766.75
222,222,1,"Frazier Park, CA",4,4.0,2900,359000,583097.0
223,223,1,"Lebec, CA",3,2.0,2287,369963,603888.0
224,224,1,"Frazier Park, CA",4,3.1,2546,379900,613590.0
225,225,2,"Frazier Park, CA",3,3.1,2075,399000,1233528.6
226,226,2,"Bakersfield, CA",5,4.0,3865,349900,741335.3
227,227,2,"Bakersfield, CA",5,3.0,2972,349000,1482203.2
228,228,1,"Tehachapi, CA",4,2.0,2372,374000,1177729.8
229,229,1,"Rosamond, CA",5,3.0,2760,375000,1619911.6
230,230,1,"Pine Mountain Club, CA",3,2.1,2230,369900,652680.56
231,231,2,"Keene, CA",2,2.0,1104,395000,582788.9
232,232,1,"Pine Mountain Club, CA",4,3.0,2570,369900,1352101.9
233,233,2,"Bakersfield, CA",4,3.0,3071,395000,663289.44
234,234,1,"Bakersfield, CA",4,3.0,2592,379900,731079.44
235,235,2,"Bakersfield, CA",4,3.1,2368,399990,761764.5
236,236,2,"Pine Mountain Club, CA",2,1.0,852,350000,584862.75
237,237,2,"Pine Mountain Club, CA",3,2.0,2380,349000,620254.75
238,238,2,"Tehachapi, CA",5,3.1,2725,345000,853479.1
239,239,1,"Pine Mountain Club, CA",3,2.1,2196,356900,653317.75
240,240,1,"Frazier Park, CA",3,3.0,2389,389000,649758.5
241,241,1,"Frazier Park, CA",4,3.0,2746,379000,605447.0
242,242,2,"Tehachapi, CA",3,2.1,3046,349000,753456.56
243,243,2,"Mojave, CA",4,4.0,1687,400000,673315.56
244,244,2,"Pine Mountain Club, CA",3,2.0,1958,398500,743624.9
245,245,1,"Tehachapi, CA",3,2.1,2753,439000,616895.25
246,246,2,"Gorman, CA",3,3.0,2503,449000,902191.5
247,247,2,"Bakersfield, CA",4,3.1,3249,399000,1251081.2
248,248,2,"Bakersfield, CA",4,3.1,3578,449900,669892.7
249,249,2,"Bakersfield, CA",5,3.0,3188,399900,809541.6
250,250,1,"Bakersfield, CA",4,2.1,2496,419000,752276.94
251,251,1,"Frazier Park, CA",3,2.0,2620,439000,631695.4
252,252,1,"Tehachapi, CA",3,3.0,2265,429000,599476.3
253,253,2,"Pine Mountain Club, CA",3,2.1,2000,399000,622759.75
254,254,1,"Bakersfield, CA",4,3.0,2475,425000,791124.06
255,255,2,"Frazier Park, CA",3,3.1,2075,399000,1249113.8
256,256,1,"Pine Mountain Club, CA",3,3.0,1915,423000,629775.4
257,257,1,"Pine Mountain Club, CA",3,2.1,2570,439000,714777.5
258,258,2,"Keene, CA",2,2.0,1104,395000,593536.9
259,259,2,"Bakersfield, CA",4,3.0,3071,395000,673777.4
260,260,2,"Bakersfield, CA",4,3.1,2368,399990,772518.9
261,261,2,"Caliente, CA",5,4.0,3538,450000,668605.7
262,262,1,"Tehachapi, CA",3,2.0,2638,424998,727220.6
263,263,2,"Pine Mountain Club, CA",4,3.1,3744,445000,657292.0
264,264,2,"Pine Mountain Club, CA",4,4.1,5300,449000,648320.25
265,265,1,"Pine Mountain Club, CA",4,3.1,2753,425000,607592.1
266,266,1,"Pine Mountain Club, CA",4,4.1,3855,425000,610806.25
267,267,2,"Mojave, CA",4,4.0,1687,400000,682923.9
268,268,1,"Pine Mountain Club, CA",4,2.1,2962,490000,612836.2
269,269,1,"Bakersfield, CA",4,2.1,3136,469000,1271296.0
270,270,2,"Gorman, CA",3,3.0,2503,449000,914676.1
271,271,2,"Bakersfield, CA",4,3.1,3578,449900,679043.3
272,272,1,"Bakersfield, CA",10,8.0,3784,475000,2004210.0
273,273,1,"Bakersfield, CA",4,3.0,2521,475000,612630.9
274,274,2,"Pine Mountain Club, CA",3,2.0,2150,495500,719358.1
275,275,1,"Tehachapi, CA",5,2.1,3752,489000,1498089.8
276,276,2,"Caliente, CA",5,4.0,3538,450000,674575.0
277,277,2,"Pine Mountain Club, CA",4,3.1,3744,445000,662863.6
278,278,2,"Pine Mountain Club, CA",4,4.1,5300,449000,653936.56
279,279,1,"Frazier Park, CA",3,2.0,1200,485000,585949.4
280,280,2,"Pine Mountain Club, CA",5,3.1,3300,499000,769118.06
281,281,1,"Pine Mountain Club, CA",3,3.1,2475,535000,886506.44
282,282,2,"Pine Mountain Club, CA",3,2.0,2150,495500,722540.8
283,283,4,"Caliente, CA",3,2.1,2040,550000,732342.4
284,284,2,"Tehachapi, CA",3,2.1,3443,545000,646603.0
285,285,4,"Caliente, CA",3,2.1,2040,550000,736188.06
286,286,2,"Rosamond, CA",6,5.0,3942,550000,628182.25
287,287,2,"Arvin, CA",4,3.0,2785,550000,887807.4
288,288,2,"Pine Mountain Club, CA",5,4.1,5322,549000,717957.94
289,289,2,"Bakersfield, CA",5,2.1,3103,550000,752898.7
290,290,2,"Bear Valley Springs, CA",4,3.0,3001,545000,644820.3
291,291,1,"Wofford Heights, CA",3,3.0,2466,524000,699073.25
292,292,2,"Pine Mountain Club, CA",5,3.1,3300,499000,773898.5
293,293,4,"Caliente, CA",3,2.1,2040,550000,736342.4
294,294,2,"Tehachapi, CA",3,2.1,3443,545000,650585.9
295,295,4,"Caliente, CA",3,2.1,2040,550000,740181.8
296,296,2,"Rosamond, CA",6,5.0,3942,550000,632175.25
297,297,2,"Arvin, CA",4,3.0,2785,550000,891930.94
298,298,2,"Pine Mountain Club, CA",5,4.1,5322,549000,721968.94
299,299,2,"Bakersfield, CA",5,2.1,3103,550000,756878.25
300,300,2,"Bear Valley Springs, CA",4,3.0,3001,545000,648814.9
301,301,2,"Caliente, CA",2,1.0,1480,599000,605354.6
302,302,2,"Bakersfield, CA",6,3.0,2730,649999,810824.1
303,303,1,"Bakersfield, CA",4,3.0,3472,619999,1243279.5
304,304,2,"Tehachapi, CA",4,3.0,4510,645000,728690.4
305,305,2,"Caliente, CA",2,1.0,1480,599000,606890.94
306,306,2,"Bakersfield, CA",6,3.0,2730,649999,812415.0
307,307,2,"Bakersfield, CA",2,1.0,1092,699000,581489.7
308,308,2,"Arvin, CA",4,4.0,4111,699000,1838731.2
309,309,2,"Tehachapi, CA",4,3.0,4510,645000,730680.75
310,310,1,"Frazier Park, CA",4,2.0,3383,715000,646671.5
311,311,2,"Inyokern, CA",5,3.0,3000,750000,1146632.6
312,312,2,"Bakersfield, CA",4,2.1,3221,747000,2632374.5
313,313,1,"Bakersfield, CA",5,4.0,5085,719000,936974.06
314,314,2,"Bakersfield, CA",2,1.0,1092,699000,582161.44
315,315,2,"Arvin, CA",4,4.0,4111,699000,1842365.5
316,316,2,"Bakersfield, CA",5,3.0,5832,799500,658110.4
317,317,2,"Inyokern, CA",5,3.0,3000,750000,1149754.0
318,318,2,"Bakersfield, CA",4,2.1,2901,799000,938692.44
319,319,2,"Bakersfield, CA",4,2.1,3221,747000,2636002.8
320,320,1,"Bakersfield, CA",5,4.1,4481,760000,999850.44
321,321,2,"Bakersfield, CA",5,3.0,5832,799500,660107.75
322,322,2,"Bakersfield, CA",4,2.1,2901,799000,940345.5
323,323,1,"Frazier Park, CA",4,3.2,4390,829000,758120.94
324,324,1,"Bakersfield, CA",7,4.1,5082,949000,683532.06
325,325,2,"Kernville, CA",3,2.0,2686,995000,698617.75
326,326,1,"Studio City, CA",3,2.0,2185,1095000,1651629.0
327,327,1,"Studio City, CA",3,2.0,1671,1225000,756348.56
328,328,1,"Glendale, CA",3,2.0,1635,1075000,710422.25
329,329,1,"Eagle Rock, CA",3,3.0,1980,1449700,755834.8
330,330,1,"Rancho Palos Verdes, CA",4,2.0,2100,1049000,852124.25
331,331,1,"Woodland Hills, CA",4,3.0,2568,1100000,1167229.8
332,332,1,"Montebello, CA",6,5.0,2625,1080000,767717.1
333,333,1,"Los Angeles, CA",2,2.0,1834,1395000,941894.25
334,334,1,"Culver City, CA",3,3.0,1382,1229000,698655.25
335,335,1,"Woodland Hills, CA",4,4.0,2308,1195000,652632.3
336,336,1,"Long Beach, CA",4,2.0,2055,1195000,1879359.0
337,337,1,"Walnut, CA",4,4.0,3348,1033000,1271044.5
338,338,1,"Los Angeles, CA",3,2.0,2162,1299000,726227.5
339,339,1,"Los Angeles, CA",3,2.1,1970,1175000,719904.75
340,340,1,"Rowland Heights, CA",4,3.0,3219,1038000,1022765.25
341,341,2,"Los Angeles, CA",2,1.0,1054,999999,854295.4
342,342,1,"Long Beach, CA",5,4.0,3850,1423500,987508.9
343,343,1,"Los Angeles, CA",3,2.0,1646,1079000,2004193.5
344,344,1,"Porter Ranch, CA",4,5.0,3923,1149000,1456856.0
345,345,1,"Newhall, CA",3,3.0,2176,1089000,726220.94
346,346,1,"Covina, CA",4,4.0,3212,1188000,713195.9
347,347,1,"Santa Monica, CA",2,1.0,1064,1450000,1405505.8
348,348,1,"San Marino, CA",3,2.0,1509,1188000,2295937.8
349,349,1,"Woodland Hills, CA",3,3.0,2338,1095000,1087606.5
350,350,2,"Los Angeles, CA",2,1.0,957,1499000,604951.4
351,351,1,"Los Angeles, CA",3,2.0,1623,1075000,1209594.0
352,352,1,"Agoura Hills, CA",4,3.0,3003,1130000,898269.5
353,353,1,"Stevenson Ranch, CA",4,3.0,3193,1097000,1282836.9
354,354,2,"La Canada Flintridge, CA",3,2.0,1302,999999,712122.6
355,355,1,"Arcadia, CA",4,3.0,2406,1348000,709486.25
356,356,1,"Pasadena, CA",4,3.0,1874,1150000,1677943.8
357,357,1,"El Segundo, CA",2,1.0,1057,1400000,636671.75
358,358,2,"Pasadena, CA",4,3.0,3122,1499900,806247.9
359,359,1,"Pasadena, CA",6,4.0,3145,1077500,785494.5
360,360,1,"Rowland Heights, CA",4,3.0,2866,1200000,850777.56
361,361,1,"Walnut, CA",4,3.0,2484,1150000,751640.25
362,362,2,"El Monte, CA",6,3.0,3129,995900,595372.75
363,363,1,"Torrance, CA",4,2.0,1923,1095000,1494338.2
364,364,1,"Los Angeles, CA",3,2.0,1758,1200000,1242337.1
365,365,1,"Studio City, CA",3,2.0,1250,1175000,1767032.0
366,366,1,"Los Angeles, CA",2,2.0,1713,1329500,1146643.2
367,367,1,"Los Angeles, CA",3,2.0,1600,1199000,967994.94
368,368,1,"Long Beach, CA",3,1.0,1883,1200000,758776.06
369,369,1,"Los Angeles, CA",2,2.0,1072,1099000,796672.6
370,370,1,"Culver City, CA",2,1.0,1034,1050000,891570.5
371,371,1,"Los Angeles, CA",3,2.0,1426,1198000,996799.56
372,372,1,"Woodland Hills, CA",3,2.0,2021,1275000,886725.4
373,373,1,"Altadena, CA",3,4.0,2937,1200000,950884.6
374,374,1,"Los Angeles, CA",3,2.0,1293,1198900,649021.4
375,375,1,"Long Beach, CA",3,1.1,1432,1299000,1128162.2
376,376,1,"Woodland Hills, CA",4,2.1,2364,1050000,1261232.1
377,377,1,"Woodland Hills, CA",3,4.0,2890,1475000,690025.5
378,378,1,"Encino, CA",3,2.0,1445,1150000,850633.1
379,379,1,"Los Angeles, CA",3,2.0,1400,1395000,1479746.6
380,380,1,"Downey, CA",4,5.0,4329,1400000,345909.28
381,381,1,"Los Angeles, CA",3,2.0,1771,1195000,1723814.0
382,382,1,"Woodland Hills, CA",4,5.0,2934,1249000,1359877.0
383,383,1,"Pasadena, CA",3,2.1,2569,1250000,846804.9
384,384,1,"Rancho Palos Verdes, CA",3,2.0,1612,1289000,864350.5
385,385,1,"Long Beach, CA",7,6.0,3200,1450000,1886382.0
386,386,1,"Woodland Hills, CA",6,3.1,3070,1350000,1234652.8
387,387,1,"Los Angeles, CA",3,2.0,1677,1149000,1328364.0
388,388,2,"Sherman Oaks, CA",2,2.0,1628,995000,654122.44
389,389,2,"Los Angeles, CA",3,2.1,1223,999999,772346.75
390,390,1,"Los Angeles, CA",2,1.1,1274,1325000,1463799.5
391,391,1,"Los Angeles, CA",2,2.1,1774,1125000,912420.3
392,392,1,"Long Beach, CA",3,3.0,2596,1250000,1241159.2
393,393,1,"Glendale, CA",3,2.0,1861,1184888,833599.06
394,394,1,"Monrovia, CA",4,5.1,3677,1329900,2575623.5
395,395,2,"Encino, CA",5,4.0,2200,999000,1048728.4
396,396,1,"Los Angeles, CA",4,2.1,2031,1380000,1985143.2
397,397,1,"Woodland Hills, CA",4,4.1,3154,1119000,841584.56
398,398,1,"Los Angeles, CA",4,3.0,2500,1255000,1710314.0
399,399,2,"Northridge, CA",4,3.0,3176,999900,937234.8
400,400,2,"Pasadena, CA",3,2.0,1052,995000,956308.2
401,401,1,"Torrance, CA",5,3.0,2388,1399000,756004.25
402,402,1,"Los Angeles, CA",3,2.0,1827,1350000,1265766.8
403,403,1,"Agoura Hills, CA",5,3.1,3146,1249000,948250.7
404,404,1,"Glendale, CA",4,2.1,2398,1349000,822210.5
405,405,2,"Sunland, CA",4,5.0,3343,995000,744080.6
406,406,1,"Monrovia, CA",4,2.1,2680,1138000,1196431.9
